customer_id,total_spending,number_of_orders,average_order_value,purchase_frequency,recency_days,customer_lifetime_value,segment
C0388,118618.3055,5,23723.6611,5,104,118618.3055,High-Value Customers
C0389,57162.985,1,57162.985,1,453,57162.985,Inactive Customers
C0390,69285.073,4,17321.26825,4,103,69285.073,Regular Customers
C0391,70089.059,5,14017.8118,5,17,70089.059,Regular Customers
C0392,60438.652500000004,3,20146.217500000002,3,145,60438.65250000001,Regular Customers
C0393,72147.094,2,36073.547,2,203,72147.094,At-Risk Customers
C0394,211572.7125,7,30224.673214285714,7,99,211572.7125,VIP Customers
C0395,60257.8865,2,30128.94325,2,34,60257.8865,Regular Customers
C0396,75545.2975,4,18886.324375,4,172,75545.2975,High-Value Customers
C0397,138390.981,4,34597.74525,4,315,138390.981,At-Risk Customers
C0398,114862.14649999999,5,22972.429299999996,5,99,114862.14649999997,High-Value Customers
C0399,81364.2245,4,20341.056125,4,37,81364.2245,High-Value Customers
C0400,273638.2545,8,34204.7818125,8,109,273638.2545,VIP Customers
C0401,219107.8025,7,31301.11464285714,7,104,219107.8025,VIP Customers
C0402,136940.0355,6,22823.33925,6,197,136940.0355,At-Risk Customers
C0403,44825.473,2,22412.7365,2,184,44825.473,At-Risk Customers
C0404,121676.86050000001,6,20279.47675,6,50,121676.86050000001,High-Value Customers
C0405,32775.632,3,10925.210666666666,3,140,32775.632,Regular Customers
C0406,158327.3235,5,31665.4647,5,278,158327.3235,At-Risk Customers
C0407,19384.996,1,19384.996,1,588,19384.996,Inactive Customers
C0408,84956.5235,4,21239.130875,4,20,84956.5235,High-Value Customers
C0410,78785.42199999999,4,19696.355499999998,4,225,78785.42199999999,At-Risk Customers
C0411,47937.799,2,23968.8995,2,172,47937.799,Regular Customers
C0412,79333.0035,4,19833.250875,4,64,79333.0035,High-Value Customers
C0413,111432.703,4,27858.17575,4,152,111432.703,High-Value Customers
C0414,155352.375,6,25892.0625,6,1,155352.375,VIP Customers
C0415,52047.911,3,17349.303666666667,3,46,52047.911,Regular Customers
C0416,3521.5,1,3521.5,1,326,3521.5,At-Risk Customers
C0417,122618.2395,7,17516.891357142857,7,165,122618.2395,High-Value Customers
C0418,171056.621,6,28509.436833333337,6,70,171056.621,VIP Customers
C0419,124902.30500000001,5,24980.461000000003,5,170,124902.30500000002,High-Value Customers
C0420,33694.8355,1,33694.8355,1,440,33694.8355,Inactive Customers
C0421,68485.947,2,34242.9735,2,23,68485.947,Regular Customers
C0422,154229.0755,6,25704.84591666667,6,28,154229.0755,VIP Customers
C0423,86207.878,3,28735.959333333332,3,412,86207.878,Inactive Customers
C0424,123438.482,4,30859.6205,4,110,123438.482,High-Value Customers
C0425,172690.40899999999,6,28781.734833333332,6,77,172690.40899999999,VIP Customers
C0426,234156.959,8,29269.619875,8,33,234156.959,VIP Customers
C0427,71381.136,3,23793.712,3,41,71381.136,Regular Customers
C0428,65615.7425,3,21871.914166666666,3,9,65615.7425,Regular Customers
C0429,100290.5695,5,20058.1139,5,119,100290.5695,High-Value Customers
C0430,159542.351,5,31908.4702,5,8,159542.351,VIP Customers
C0431,110875.835,6,18479.305833333336,6,304,110875.83500000002,At-Risk Customers
C0432,74235.064,4,18558.766,4,138,74235.064,Regular Customers
C0433,89965.993,4,22491.49825,4,62,89965.993,High-Value Customers
C0434,152139.059,6,25356.509833333334,6,5,152139.059,VIP Customers
C0435,114741.986,4,28685.4965,4,59,114741.986,High-Value Customers
C0436,110388.97649999999,4,27597.244124999997,4,117,110388.97649999999,High-Value Customers
C0437,101167.72,4,25291.93,4,106,101167.72,High-Value Customers
C0438,52925.091,2,26462.5455,2,228,52925.091,At-Risk Customers
C0439,27773.858,2,13886.929,2,394,27773.858,Inactive Customers
C0440,65994.39199999999,3,21998.130666666664,3,166,65994.39199999999,Regular Customers
C0441,121578.4085,5,24315.6817,5,43,121578.4085,High-Value Customers
C0442,69965.6265,4,17491.406625,4,350,69965.6265,At-Risk Customers
C0443,61347.002499999995,3,20449.00083333333,3,196,61347.002499999995,At-Risk Customers
C0445,105287.197,6,17547.866166666667,6,112,105287.197,High-Value Customers
C0446,21464.328,1,21464.328,1,527,21464.328,Inactive Customers
C0447,49687.2845,2,24843.64225,2,151,49687.2845,Regular Customers
C0448,33212.9455,3,11070.981833333333,3,61,33212.9455,Regular Customers
C0449,159878.242,4,39969.5605,4,47,159878.242,High-Value Customers
C0450,169825.3945,5,33965.0789,5,240,169825.3945,At-Risk Customers
C0451,81211.522,2,40605.761,2,214,81211.522,At-Risk Customers
C0452,206914.8145,6,34485.802416666666,6,110,206914.81449999998,VIP Customers
C0453,11618.874,2,5809.437,2,135,11618.874,Low-Value Customers
C0454,67275.697,3,22425.232333333333,3,157,67275.697,Regular Customers
C0455,102358.167,4,25589.54175,4,8,102358.167,High-Value Customers
C0456,77379.6465,4,19344.911625,4,39,77379.6465,High-Value Customers
C0457,94968.5375,5,18993.7075,5,18,94968.5375,High-Value Customers
C0458,45322.074,2,22661.037,2,49,45322.074,Regular Customers
C0459,70155.9285,4,17538.982125,4,1,70155.9285,Regular Customers
C0460,74477.316,2,37238.658,2,39,74477.316,Regular Customers
C0461,166963.2775,7,23851.896785714285,7,90,166963.2775,VIP Customers
C0462,143271.8405,5,28654.3681,5,15,143271.8405,High-Value Customers
C0463,83862.9545,4,20965.738625,4,14,83862.9545,High-Value Customers
C0464,228463.5045,9,25384.833833333334,9,0,228463.5045,VIP Customers
C0465,322358.152,12,26863.179333333333,12,5,322358.152,VIP Customers
C0466,139099.28149999998,5,27819.856299999996,5,61,139099.28149999998,High-Value Customers
C0467,165516.87,4,41379.2175,4,103,165516.87,High-Value Customers
C0468,93262.572,4,23315.643,4,24,93262.572,High-Value Customers
C0469,178776.675,7,25539.524999999998,7,213,178776.675,At-Risk Customers
C0470,192252.6495,6,32042.10825,6,117,192252.6495,VIP Customers
C0471,64100.6245,3,21366.87483333333,3,326,64100.62449999999,At-Risk Customers
C0472,112294.6095,4,28073.652375,4,71,112294.6095,High-Value Customers
C0473,173690.177,6,28948.362833333333,6,10,173690.177,VIP Customers
C0474,107225.3745,4,26806.343625,4,82,107225.3745,High-Value Customers
C0475,105477.603,5,21095.5206,5,30,105477.603,High-Value Customers
C0476,10402.448,1,10402.448,1,68,10402.448,Low-Value Customers
C0477,70394.7375,5,14078.9475,5,24,70394.7375,Regular Customers
C0478,28339.837,1,28339.837,1,317,28339.837,At-Risk Customers
C0479,26371.2355,2,13185.61775,2,84,26371.2355,Low-Value Customers
C0480,128389.7515,5,25677.9503,5,76,128389.7515,High-Value Customers
C0481,145592.65099999998,7,20798.950142857142,7,176,145592.65099999998,High-Value Customers
C0482,92752.5265,4,23188.131625,4,69,92752.5265,High-Value Customers
C0483,125499.968,5,25099.993599999998,5,36,125499.968,High-Value Customers
C0484,59194.422,3,19731.474,3,204,59194.42199999999,At-Risk Customers
C0485,198080.6725,8,24760.0840625,8,21,198080.6725,VIP Customers
C0486,216598.7535,9,24066.528166666667,9,132,216598.7535,VIP Customers
C0487,125185.8945,4,31296.473625,4,279,125185.8945,At-Risk Customers
C0488,155983.047,5,31196.609399999998,5,251,155983.047,At-Risk Customers
C0489,87166.77799999999,3,29055.592666666664,3,80,87166.77799999999,High-Value Customers
C0490,220214.4785,7,31459.211214285715,7,38,220214.4785,VIP Customers
C0491,81211.333,4,20302.83325,4,11,81211.333,High-Value Customers
C0492,127834.111,3,42611.37033333333,3,315,127834.111,At-Risk Customers
C0493,182104.7835,8,22763.0979375,8,42,182104.7835,VIP Customers
C0494,175114.8415,8,21889.3551875,8,144,175114.8415,VIP Customers
C0495,113468.6585,5,22693.7317,5,90,113468.6585,High-Value Customers
C0496,101869.9485,4,25467.487125,4,83,101869.9485,High-Value Customers
C0497,95801.7735,5,19160.3547,5,18,95801.7735,High-Value Customers
C0498,183895.4075,6,30649.234583333335,6,85,183895.4075,VIP Customers
C0499,83652.3395,3,27884.113166666666,3,235,83652.3395,At-Risk Customers
C0500,139975.6145,5,27995.1229,5,40,139975.6145,High-Value Customers
