order_item_id,order_id,product_id,quantity,unit_price,discount
OI001366,O00532,P073,3,6594.36,0.3
OI001367,O00533,P072,4,3098.66,0.2
OI001368,O00533,P002,1,3793.81,0.2
OI001369,O00534,P032,2,6623.25,0.15
OI001370,O00535,P060,1,1760.75,0.0
OI001371,O00535,P038,3,2828.73,0.0
OI001372,O00535,P048,4,4310.39,0.0
OI001373,O00536,P075,1,6578.23,0.3
OI001374,O00537,P076,2,1644.18,0.15
OI001375,O00537,P063,4,4500.08,0.05
OI001376,O00538,P030,1,6724.47,0.05
OI001377,O00539,P067,4,3139.17,0.0
OI001378,O00540,P051,1,3109.99,0.0
OI001379,O00540,P079,3,2345.86,0.3
OI001380,O00540,P050,2,2647.44,0.15
OI001381,O00541,P037,4,3125.99,0.15
OI001382,O00542,P071,4,3503.29,0.1
OI001383,O00543,P065,1,1521.26,0.0
OI001384,O00543,P042,4,5125.64,0.2
OI001385,O00544,P032,1,6623.25,0.1
OI001386,O00544,P010,3,7442.3,0.15
OI001387,O00544,P019,2,3112.57,0.05
OI001388,O00544,P014,3,5526.86,0.05
OI001389,O00545,P080,1,5576.76,0.0
OI001390,O00545,P067,3,3139.17,0.0
OI001391,O00545,P077,2,1850.78,0.1
OI001392,O00545,P002,4,3793.81,0.3
OI001393,O00546,P028,1,6060.07,0.05
OI001394,O00546,P057,3,3618.93,0.1
OI001395,O00546,P043,3,6217.67,0.05
OI001396,O00546,P014,1,5526.86,0.3
OI001397,O00547,P029,3,3811.62,0.1
OI001398,O00547,P023,4,6282.87,0.3
OI001399,O00548,P052,4,5599.03,0.1
OI001400,O00549,P011,3,7495.81,0.3
OI001401,O00550,P044,2,4748.93,0.05
OI001402,O00551,P005,3,3320.34,0.15
OI001403,O00551,P069,1,5592.45,0.1
OI001404,O00551,P019,3,3112.57,0.1
OI001405,O00552,P026,3,5470.33,0.0
OI001406,O00552,P011,3,7495.81,0.3
OI001407,O00552,P021,3,5344.27,0.15
OI001408,O00553,P040,4,5866.02,0.1
OI001409,O00554,P012,3,3994.33,0.1
OI001410,O00554,P002,3,3793.81,0.2
OI001411,O00554,P055,3,3905.29,0.3
OI001412,O00554,P021,2,5344.27,0.2
OI001413,O00555,P012,4,3994.33,0.05
OI001414,O00555,P015,4,7330.81,0.2
OI001415,O00556,P073,2,6594.36,0.05
OI001416,O00556,P080,1,5576.76,0.3
OI001417,O00557,P024,1,6203.92,0.0
OI001418,O00557,P042,4,5125.64,0.3
OI001419,O00557,P006,2,4253.34,0.1
OI001420,O00557,P066,2,6217.53,0.1
OI001421,O00558,P028,1,6060.07,0.0
OI001422,O00558,P031,3,4921.58,0.0
OI001423,O00558,P049,1,6189.2,0.2
OI001424,O00559,P063,2,4500.08,0.0
OI001425,O00559,P044,2,4748.93,0.05
OI001426,O00560,P002,4,3793.81,0.3
OI001427,O00560,P016,4,3833.17,0.3
OI001428,O00560,P011,2,7495.81,0.1
OI001429,O00560,P021,3,5344.27,0.05
OI001430,O00561,P078,2,5006.54,0.05
OI001431,O00561,P016,1,3833.17,0.05
OI001432,O00561,P062,3,1993.86,0.15
OI001433,O00562,P044,4,4748.93,0.0
OI001434,O00563,P077,3,1850.78,0.15
OI001435,O00564,P017,3,5112.9,0.0
OI001436,O00564,P041,1,1494.52,0.15
OI001437,O00564,P046,3,6490.81,0.15
OI001438,O00564,P065,2,1521.26,0.3
OI001439,O00565,P017,3,5112.9,0.1
OI001440,O00565,P010,1,7442.3,0.0
OI001441,O00566,P009,3,4981.98,0.05
OI001442,O00567,P023,3,6282.87,0.1
OI001443,O00568,P060,2,1760.75,0.05
OI001444,O00569,P013,4,1662.63,0.3
OI001445,O00569,P043,4,6217.67,0.2
OI001446,O00569,P078,3,5006.54,0.15
OI001447,O00570,P051,2,3109.99,0.1
OI001448,O00570,P056,4,5689.43,0.0
OI001449,O00570,P011,2,7495.81,0.1
OI001450,O00571,P018,2,3329.63,0.3
OI001451,O00572,P070,4,4988.16,0.2
OI001452,O00572,P059,3,4842.61,0.0
OI001453,O00573,P004,2,3768.92,0.1
OI001454,O00573,P059,3,4842.61,0.1
OI001455,O00573,P053,2,2116.53,0.1
OI001456,O00574,P051,1,3109.99,0.15
OI001457,O00574,P026,3,5470.33,0.3
OI001458,O00574,P019,2,3112.57,0.15
OI001459,O00575,P050,2,2647.44,0.15
OI001460,O00575,P058,3,4600.81,0.1
OI001461,O00575,P065,1,1521.26,0.15
OI001462,O00576,P003,2,6285.84,0.0
OI001463,O00576,P073,3,6594.36,0.05
OI001464,O00576,P047,1,6217.65,0.05
OI001465,O00577,P028,2,6060.07,0.1
OI001466,O00577,P022,4,5959.11,0.1
OI001467,O00577,P048,2,4310.39,0.1
OI001468,O00577,P061,2,5698.31,0.15
OI001469,O00578,P039,2,3602.12,0.05
OI001470,O00579,P034,3,5252.02,0.15
OI001471,O00579,P030,2,6724.47,0.3
OI001472,O00580,P045,1,5481.6,0.2
OI001473,O00581,P024,2,6203.92,0.05
OI001474,O00581,P005,4,3320.34,0.0
OI001475,O00582,P011,1,7495.81,0.3
OI001476,O00582,P013,2,1662.63,0.3
OI001477,O00583,P008,1,5224.68,0.3
OI001478,O00583,P061,3,5698.31,0.2
OI001479,O00584,P044,1,4748.93,0.15
OI001480,O00584,P026,3,5470.33,0.2
OI001481,O00584,P057,3,3618.93,0.05
OI001482,O00584,P040,2,5866.02,0.1
OI001483,O00585,P042,3,5125.64,0.15
OI001484,O00585,P050,1,2647.44,0.15
OI001485,O00585,P059,1,4842.61,0.15
OI001486,O00585,P029,3,3811.62,0.15
OI001487,O00586,P005,2,3320.34,0.2
OI001488,O00586,P054,4,5704.38,0.15
OI001489,O00587,P070,2,4988.16,0.2
OI001490,O00588,P002,1,3793.81,0.1
OI001491,O00588,P071,4,3503.29,0.05
OI001492,O00588,P049,2,6189.2,0.05
OI001493,O00588,P028,1,6060.07,0.05
OI001494,O00589,P055,4,3905.29,0.05
OI001495,O00589,P061,3,5698.31,0.0
OI001496,O00589,P062,4,1993.86,0.0
OI001497,O00590,P032,3,6623.25,0.0
OI001498,O00591,P027,3,5678.95,0.15
OI001499,O00591,P059,2,4842.61,0.2
OI001500,O00592,P011,1,7495.81,0.05
OI001501,O00593,P053,1,2116.53,0.15
OI001502,O00593,P075,2,6578.23,0.3
OI001503,O00594,P073,2,6594.36,0.15
OI001504,O00594,P044,2,4748.93,0.0
OI001505,O00595,P055,2,3905.29,0.3
OI001506,O00595,P009,3,4981.98,0.2
OI001507,O00596,P024,4,6203.92,0.3
OI001508,O00596,P018,1,3329.63,0.05
OI001509,O00596,P050,3,2647.44,0.05
OI001510,O00597,P067,1,3139.17,0.05
OI001511,O00597,P021,1,5344.27,0.0
OI001512,O00597,P072,1,3098.66,0.1
OI001513,O00598,P024,4,6203.92,0.3
OI001514,O00599,P003,1,6285.84,0.15
OI001515,O00599,P051,1,3109.99,0.3
OI001516,O00599,P052,3,5599.03,0.0
OI001517,O00599,P011,1,7495.81,0.1
OI001518,O00600,P001,4,5060.04,0.3
OI001519,O00601,P052,4,5599.03,0.1
OI001520,O00601,P071,1,3503.29,0.05
OI001521,O00601,P003,3,6285.84,0.3
OI001522,O00602,P013,4,1662.63,0.1
OI001523,O00602,P064,1,4726.39,0.0
OI001524,O00602,P072,3,3098.66,0.3
OI001525,O00603,P026,3,5470.33,0.3
OI001526,O00603,P036,4,1918.28,0.2
OI001527,O00603,P049,1,6189.2,0.2
OI001528,O00604,P050,4,2647.44,0.3
OI001529,O00605,P057,2,3618.93,0.15
OI001530,O00605,P024,1,6203.92,0.3
OI001531,O00605,P042,1,5125.64,0.3
OI001532,O00606,P042,2,5125.64,0.15
OI001533,O00607,P071,3,3503.29,0.2
OI001534,O00607,P002,1,3793.81,0.0
OI001535,O00608,P026,2,5470.33,0.2
OI001536,O00608,P063,1,4500.08,0.2
OI001537,O00609,P054,2,5704.38,0.1
OI001538,O00610,P032,2,6623.25,0.05
OI001539,O00610,P070,3,4988.16,0.2
OI001540,O00611,P059,4,4842.61,0.3
OI001541,O00612,P060,3,1760.75,0.0
OI001542,O00612,P025,4,3270.83,0.1
OI001543,O00612,P026,2,5470.33,0.0
OI001544,O00613,P076,3,1644.18,0.3
OI001545,O00614,P004,4,3768.92,0.3
OI001546,O00614,P040,3,5866.02,0.15
OI001547,O00614,P030,2,6724.47,0.0
OI001548,O00614,P067,3,3139.17,0.0
OI001549,O00615,P039,2,3602.12,0.1
OI001550,O00615,P076,1,1644.18,0.0
OI001551,O00615,P063,3,4500.08,0.3
OI001552,O00616,P027,3,5678.95,0.2
OI001553,O00617,P021,2,5344.27,0.1
OI001554,O00617,P055,4,3905.29,0.05
OI001555,O00617,P007,4,3880.55,0.2
OI001556,O00618,P064,4,4726.39,0.0
OI001557,O00618,P018,2,3329.63,0.05
OI001558,O00618,P067,1,3139.17,0.2
OI001559,O00619,P064,4,4726.39,0.2
OI001560,O00620,P012,2,3994.33,0.15
OI001561,O00621,P033,2,2579.49,0.0
OI001562,O00621,P014,3,5526.86,0.1
OI001563,O00621,P073,4,6594.36,0.2
OI001564,O00621,P079,2,2345.86,0.1
OI001565,O00622,P050,3,2647.44,0.3
OI001566,O00622,P051,2,3109.99,0.05
OI001567,O00623,P032,2,6623.25,0.05
OI001568,O00623,P028,3,6060.07,0.3
OI001569,O00623,P073,1,6594.36,0.3
OI001570,O00623,P048,3,4310.39,0.3
OI001571,O00624,P079,3,2345.86,0.1
OI001572,O00624,P053,3,2116.53,0.3
OI001573,O00625,P002,3,3793.81,0.1
OI001574,O00625,P066,2,6217.53,0.1
OI001575,O00625,P060,1,1760.75,0.0
OI001576,O00625,P055,1,3905.29,0.1
OI001577,O00626,P018,2,3329.63,0.15
OI001578,O00626,P032,2,6623.25,0.05
OI001579,O00626,P076,3,1644.18,0.2
OI001580,O00627,P009,1,4981.98,0.15
OI001581,O00628,P013,1,1662.63,0.1
OI001582,O00628,P004,4,3768.92,0.15
OI001583,O00628,P080,1,5576.76,0.05
OI001584,O00628,P042,3,5125.64,0.1
OI001585,O00629,P027,2,5678.95,0.2
OI001586,O00629,P054,3,5704.38,0.1
OI001587,O00629,P030,2,6724.47,0.05
OI001588,O00630,P022,4,5959.11,0.0
OI001589,O00631,P044,1,4748.93,0.2
OI001590,O00632,P080,2,5576.76,0.0
OI001591,O00632,P035,3,4806.84,0.1
OI001592,O00632,P036,4,1918.28,0.3
OI001593,O00632,P060,4,1760.75,0.1
OI001594,O00633,P074,4,7323.07,0.15
OI001595,O00633,P010,4,7442.3,0.1
OI001596,O00633,P030,1,6724.47,0.1
OI001597,O00633,P022,3,5959.11,0.05
OI001598,O00634,P066,3,6217.53,0.1
OI001599,O00635,P001,1,5060.04,0.1
OI001600,O00635,P036,3,1918.28,0.15
OI001601,O00635,P058,4,4600.81,0.1
OI001602,O00636,P073,3,6594.36,0.15
OI001603,O00636,P052,1,5599.03,0.15
OI001604,O00636,P064,4,4726.39,0.15
OI001605,O00637,P024,3,6203.92,0.2
OI001606,O00638,P064,1,4726.39,0.3
OI001607,O00638,P068,3,7430.32,0.3
OI001608,O00639,P072,2,3098.66,0.1
OI001609,O00639,P047,2,6217.65,0.15
OI001610,O00639,P004,4,3768.92,0.1
OI001611,O00639,P033,3,2579.49,0.3
OI001612,O00640,P020,2,5123.92,0.0
OI001613,O00640,P023,4,6282.87,0.2
OI001614,O00640,P054,1,5704.38,0.1
OI001615,O00641,P078,2,5006.54,0.0
OI001616,O00641,P076,1,1644.18,0.0
OI001617,O00642,P053,2,2116.53,0.05
OI001618,O00642,P007,2,3880.55,0.3
OI001619,O00642,P025,3,3270.83,0.05
OI001620,O00642,P076,3,1644.18,0.2
OI001621,O00643,P062,1,1993.86,0.05
OI001622,O00644,P074,2,7323.07,0.1
OI001623,O00644,P040,4,5866.02,0.3
OI001624,O00645,P055,3,3905.29,0.15
OI001625,O00645,P074,4,7323.07,0.05
OI001626,O00646,P057,4,3618.93,0.05
OI001627,O00646,P002,4,3793.81,0.1
OI001628,O00647,P005,1,3320.34,0.1
OI001629,O00647,P013,1,1662.63,0.05
OI001630,O00647,P059,4,4842.61,0.05
OI001631,O00647,P049,3,6189.2,0.2
OI001632,O00648,P009,3,4981.98,0.2
OI001633,O00648,P055,3,3905.29,0.1
OI001634,O00648,P039,2,3602.12,0.3
OI001635,O00648,P028,4,6060.07,0.0
OI001636,O00649,P056,4,5689.43,0.15
OI001637,O00649,P011,3,7495.81,0.05
OI001638,O00649,P068,1,7430.32,0.15
OI001639,O00649,P047,2,6217.65,0.15
OI001640,O00650,P055,3,3905.29,0.15
OI001641,O00650,P077,3,1850.78,0.15
OI001642,O00651,P020,4,5123.92,0.2
OI001643,O00651,P025,2,3270.83,0.0
OI001644,O00651,P034,2,5252.02,0.2
OI001645,O00651,P046,3,6490.81,0.05
OI001646,O00652,P078,2,5006.54,0.2
OI001647,O00653,P008,2,5224.68,0.15
OI001648,O00653,P033,2,2579.49,0.1
OI001649,O00654,P021,2,5344.27,0.2
OI001650,O00654,P080,2,5576.76,0.05
OI001651,O00655,P058,3,4600.81,0.0
OI001652,O00655,P022,1,5959.11,0.05
OI001653,O00655,P032,1,6623.25,0.15
OI001654,O00655,P068,4,7430.32,0.05
OI001655,O00656,P017,2,5112.9,0.15
OI001656,O00656,P004,3,3768.92,0.3
OI001657,O00657,P047,4,6217.65,0.1
OI001658,O00658,P021,4,5344.27,0.2
OI001659,O00659,P024,3,6203.92,0.3
OI001660,O00659,P016,1,3833.17,0.2
OI001661,O00660,P068,1,7430.32,0.2
OI001662,O00660,P056,3,5689.43,0.1
OI001663,O00660,P004,2,3768.92,0.0
OI001664,O00660,P048,4,4310.39,0.05
OI001665,O00661,P054,4,5704.38,0.05
OI001666,O00661,P069,4,5592.45,0.0
OI001667,O00661,P055,2,3905.29,0.15
OI001668,O00661,P046,4,6490.81,0.0
OI001669,O00662,P052,1,5599.03,0.2
OI001670,O00663,P078,3,5006.54,0.3
OI001671,O00664,P022,2,5959.11,0.0
OI001672,O00665,P027,3,5678.95,0.2
OI001673,O00666,P005,3,3320.34,0.1
OI001674,O00667,P023,1,6282.87,0.15
OI001675,O00667,P022,2,5959.11,0.3
OI001676,O00667,P029,2,3811.62,0.0
OI001677,O00667,P018,3,3329.63,0.0
OI001678,O00668,P062,4,1993.86,0.3
OI001679,O00668,P038,4,2828.73,0.05
OI001680,O00668,P030,2,6724.47,0.1
OI001681,O00668,P052,3,5599.03,0.15
OI001682,O00669,P053,2,2116.53,0.15
OI001683,O00669,P073,4,6594.36,0.2
OI001684,O00669,P031,1,4921.58,0.15
OI001685,O00669,P041,1,1494.52,0.1
OI001686,O00670,P076,4,1644.18,0.3
OI001687,O00670,P079,4,2345.86,0.3
OI001688,O00670,P056,3,5689.43,0.3
OI001689,O00670,P012,3,3994.33,0.0
OI001690,O00671,P025,4,3270.83,0.2
OI001691,O00671,P072,4,3098.66,0.15
OI001692,O00671,P046,1,6490.81,0.3
OI001693,O00671,P034,1,5252.02,0.05
OI001694,O00672,P058,1,4600.81,0.0
OI001695,O00672,P015,1,7330.81,0.2
OI001696,O00673,P006,2,4253.34,0.15
OI001697,O00673,P063,1,4500.08,0.05
OI001698,O00673,P045,1,5481.6,0.05
OI001699,O00673,P023,4,6282.87,0.05
OI001700,O00674,P018,1,3329.63,0.15
OI001701,O00675,P006,3,4253.34,0.15
OI001702,O00675,P057,1,3618.93,0.05
OI001703,O00675,P013,3,1662.63,0.3
OI001704,O00675,P029,1,3811.62,0.1
OI001705,O00676,P023,2,6282.87,0.3
OI001706,O00676,P035,1,4806.84,0.0
OI001707,O00676,P078,3,5006.54,0.3
OI001708,O00676,P072,4,3098.66,0.2
OI001709,O00677,P035,2,4806.84,0.0
OI001710,O00677,P029,2,3811.62,0.3
OI001711,O00678,P021,4,5344.27,0.2
OI001712,O00678,P023,2,6282.87,0.0
OI001713,O00678,P012,1,3994.33,0.2
OI001714,O00679,P046,2,6490.81,0.0
OI001715,O00679,P040,2,5866.02,0.15
OI001716,O00679,P068,1,7430.32,0.0
OI001717,O00680,P058,1,4600.81,0.2
OI001718,O00680,P042,3,5125.64,0.3
OI001719,O00681,P076,3,1644.18,0.1
OI001720,O00681,P065,1,1521.26,0.3
OI001721,O00681,P040,2,5866.02,0.3
OI001722,O00681,P034,2,5252.02,0.3
OI001723,O00682,P060,3,1760.75,0.3
OI001724,O00682,P079,4,2345.86,0.15
OI001725,O00682,P017,2,5112.9,0.3
OI001726,O00683,P045,4,5481.6,0.3
OI001727,O00684,P008,3,5224.68,0.0
OI001728,O00684,P027,1,5678.95,0.1
OI001729,O00685,P040,1,5866.02,0.05
OI001730,O00685,P011,3,7495.81,0.3
OI001731,O00686,P071,4,3503.29,0.2
OI001732,O00686,P044,1,4748.93,0.2
OI001733,O00686,P077,2,1850.78,0.15
OI001734,O00686,P004,1,3768.92,0.2
OI001735,O00687,P067,2,3139.17,0.3
OI001736,O00687,P012,3,3994.33,0.2
OI001737,O00688,P055,1,3905.29,0.1
OI001738,O00689,P001,3,5060.04,0.05
OI001739,O00690,P015,3,7330.81,0.15
OI001740,O00690,P057,3,3618.93,0.05
OI001741,O00690,P060,3,1760.75,0.05
OI001742,O00691,P009,2,4981.98,0.05
OI001743,O00691,P075,4,6578.23,0.1
OI001744,O00692,P059,4,4842.61,0.15
OI001745,O00692,P071,1,3503.29,0.15
OI001746,O00692,P031,3,4921.58,0.1
OI001747,O00693,P046,4,6490.81,0.05
OI001748,O00694,P001,4,5060.04,0.1
OI001749,O00694,P057,1,3618.93,0.1
OI001750,O00695,P017,3,5112.9,0.3
OI001751,O00695,P067,4,3139.17,0.1
OI001752,O00695,P046,2,6490.81,0.3
OI001753,O00695,P007,4,3880.55,0.05
OI001754,O00696,P079,2,2345.86,0.2
OI001755,O00696,P019,4,3112.57,0.1
OI001756,O00696,P056,2,5689.43,0.2
OI001757,O00697,P056,1,5689.43,0.15
OI001758,O00697,P059,2,4842.61,0.05
OI001759,O00697,P070,4,4988.16,0.2
OI001760,O00697,P062,3,1993.86,0.3
OI001761,O00698,P052,1,5599.03,0.05
OI001762,O00699,P044,3,4748.93,0.2
OI001763,O00700,P030,1,6724.47,0.0
OI001764,O00700,P075,2,6578.23,0.1
OI001765,O00701,P078,4,5006.54,0.05
OI001766,O00701,P003,2,6285.84,0.1
OI001767,O00701,P010,4,7442.3,0.3
OI001768,O00701,P021,1,5344.27,0.1
OI001769,O00702,P001,3,5060.04,0.05
OI001770,O00702,P020,3,5123.92,0.15
OI001771,O00702,P063,2,4500.08,0.0
OI001772,O00702,P042,3,5125.64,0.15
OI001773,O00703,P043,3,6217.67,0.1
OI001774,O00703,P065,1,1521.26,0.0
OI001775,O00703,P010,1,7442.3,0.1
OI001776,O00703,P072,3,3098.66,0.0
OI001777,O00704,P022,4,5959.11,0.3
OI001778,O00705,P004,2,3768.92,0.0
OI001779,O00705,P001,4,5060.04,0.15
OI001780,O00706,P036,4,1918.28,0.05
OI001781,O00706,P019,3,3112.57,0.05
OI001782,O00707,P060,1,1760.75,0.2
OI001783,O00707,P003,2,6285.84,0.0
OI001784,O00708,P021,3,5344.27,0.05
OI001785,O00708,P016,3,3833.17,0.05
OI001786,O00708,P075,4,6578.23,0.3
OI001787,O00708,P067,1,3139.17,0.2
OI001788,O00709,P058,1,4600.81,0.1
OI001789,O00709,P010,2,7442.3,0.2
OI001790,O00709,P019,2,3112.57,0.1
OI001791,O00709,P075,4,6578.23,0.15
OI001792,O00710,P070,2,4988.16,0.1
OI001793,O00710,P016,4,3833.17,0.2
OI001794,O00710,P055,1,3905.29,0.15
OI001795,O00710,P076,4,1644.18,0.1
OI001796,O00711,P072,4,3098.66,0.05
OI001797,O00711,P073,1,6594.36,0.1
OI001798,O00711,P051,2,3109.99,0.15
OI001799,O00711,P002,1,3793.81,0.0
OI001800,O00712,P026,1,5470.33,0.05
OI001801,O00712,P061,2,5698.31,0.05
OI001802,O00713,P055,4,3905.29,0.15
OI001803,O00713,P023,3,6282.87,0.15
OI001804,O00714,P077,3,1850.78,0.15
OI001805,O00714,P020,1,5123.92,0.15
OI001806,O00714,P017,3,5112.9,0.15
OI001807,O00714,P012,3,3994.33,0.3
OI001808,O00715,P050,2,2647.44,0.3
OI001809,O00716,P051,4,3109.99,0.05
OI001810,O00716,P069,2,5592.45,0.1
OI001811,O00717,P045,2,5481.6,0.05
OI001812,O00717,P080,4,5576.76,0.1
OI001813,O00717,P031,2,4921.58,0.2
OI001814,O00718,P043,4,6217.67,0.3
OI001815,O00718,P078,3,5006.54,0.2
OI001816,O00718,P072,1,3098.66,0.15
OI001817,O00718,P053,1,2116.53,0.15
OI001818,O00719,P007,4,3880.55,0.3
OI001819,O00720,P049,2,6189.2,0.1
OI001820,O00720,P019,4,3112.57,0.05
OI001821,O00720,P046,4,6490.81,0.2
OI001822,O00721,P003,4,6285.84,0.1
OI001823,O00721,P043,3,6217.67,0.1
OI001824,O00721,P040,2,5866.02,0.15
OI001825,O00721,P018,2,3329.63,0.2
OI001826,O00722,P054,4,5704.38,0.3
OI001827,O00723,P010,3,7442.3,0.3
OI001828,O00724,P012,2,3994.33,0.1
OI001829,O00724,P070,4,4988.16,0.05
OI001830,O00724,P059,2,4842.61,0.0
OI001831,O00724,P042,1,5125.64,0.3
OI001832,O00725,P073,3,6594.36,0.1
OI001833,O00725,P020,3,5123.92,0.1
OI001834,O00725,P047,4,6217.65,0.15
OI001835,O00725,P055,2,3905.29,0.3
OI001836,O00726,P034,4,5252.02,0.15
OI001837,O00726,P011,1,7495.81,0.05
OI001838,O00726,P078,1,5006.54,0.0
OI001839,O00727,P013,4,1662.63,0.2
OI001840,O00727,P046,4,6490.81,0.05
OI001841,O00727,P067,4,3139.17,0.2
OI001842,O00728,P026,1,5470.33,0.05
OI001843,O00728,P009,2,4981.98,0.0
OI001844,O00729,P054,1,5704.38,0.05
OI001845,O00729,P079,3,2345.86,0.05
OI001846,O00729,P013,3,1662.63,0.3
OI001847,O00729,P002,2,3793.81,0.15
OI001848,O00730,P009,3,4981.98,0.2
OI001849,O00730,P001,4,5060.04,0.1
OI001850,O00730,P069,4,5592.45,0.0
OI001851,O00730,P079,1,2345.86,0.3
OI001852,O00731,P080,2,5576.76,0.1
OI001853,O00732,P076,2,1644.18,0.05
OI001854,O00733,P064,2,4726.39,0.1
OI001855,O00733,P013,1,1662.63,0.0
OI001856,O00734,P031,3,4921.58,0.3
OI001857,O00734,P011,1,7495.81,0.2
OI001858,O00734,P012,4,3994.33,0.05
OI001859,O00735,P060,1,1760.75,0.15
OI001860,O00735,P020,3,5123.92,0.1
OI001861,O00735,P048,1,4310.39,0.0
OI001862,O00736,P064,3,4726.39,0.3
OI001863,O00736,P080,4,5576.76,0.05
OI001864,O00736,P033,3,2579.49,0.2
OI001865,O00736,P075,4,6578.23,0.1
OI001866,O00737,P038,4,2828.73,0.05
OI001867,O00737,P031,3,4921.58,0.1
OI001868,O00737,P013,4,1662.63,0.1
OI001869,O00737,P026,4,5470.33,0.2
OI001870,O00738,P026,2,5470.33,0.1
OI001871,O00738,P042,1,5125.64,0.15
OI001872,O00738,P072,3,3098.66,0.0
OI001873,O00738,P062,3,1993.86,0.05
OI001874,O00739,P033,2,2579.49,0.3
OI001875,O00740,P028,3,6060.07,0.05
OI001876,O00741,P009,2,4981.98,0.2
OI001877,O00741,P058,4,4600.81,0.1
OI001878,O00741,P075,4,6578.23,0.2
OI001879,O00741,P074,1,7323.07,0.05
OI001880,O00742,P009,4,4981.98,0.05
OI001881,O00742,P080,3,5576.76,0.1
OI001882,O00742,P001,4,5060.04,0.2
OI001883,O00742,P028,4,6060.07,0.0
OI001884,O00743,P055,3,3905.29,0.1
OI001885,O00743,P034,1,5252.02,0.3
OI001886,O00744,P024,4,6203.92,0.05
OI001887,O00744,P025,3,3270.83,0.15
OI001888,O00744,P026,2,5470.33,0.3
OI001889,O00744,P069,1,5592.45,0.3
OI001890,O00745,P061,1,5698.31,0.15
OI001891,O00745,P024,4,6203.92,0.0
OI001892,O00745,P035,4,4806.84,0.3
OI001893,O00746,P061,4,5698.31,0.2
OI001894,O00746,P069,1,5592.45,0.15
OI001895,O00747,P061,1,5698.31,0.15
OI001896,O00747,P039,4,3602.12,0.0
OI001897,O00747,P063,3,4500.08,0.15
OI001898,O00748,P018,2,3329.63,0.2
OI001899,O00749,P030,1,6724.47,0.1
OI001900,O00749,P066,2,6217.53,0.2
OI001901,O00750,P013,2,1662.63,0.2
OI001902,O00750,P018,4,3329.63,0.1
OI001903,O00751,P041,3,1494.52,0.0
OI001904,O00751,P017,1,5112.9,0.0
OI001905,O00751,P065,1,1521.26,0.0
OI001906,O00752,P071,3,3503.29,0.05
OI001907,O00752,P033,3,2579.49,0.15
OI001908,O00752,P080,3,5576.76,0.2
OI001909,O00753,P054,4,5704.38,0.0
OI001910,O00754,P002,4,3793.81,0.05
OI001911,O00754,P071,3,3503.29,0.3
OI001912,O00755,P035,2,4806.84,0.15
OI001913,O00755,P039,4,3602.12,0.3
OI001914,O00756,P044,2,4748.93,0.1
OI001915,O00756,P060,2,1760.75,0.15
OI001916,O00756,P010,2,7442.3,0.05
OI001917,O00756,P024,4,6203.92,0.1
OI001918,O00757,P051,1,3109.99,0.2
OI001919,O00757,P044,1,4748.93,0.3
OI001920,O00758,P032,3,6623.25,0.1
OI001921,O00758,P033,1,2579.49,0.15
OI001922,O00759,P068,3,7430.32,0.05
OI001923,O00759,P009,2,4981.98,0.1
OI001924,O00760,P078,2,5006.54,0.15
OI001925,O00761,P046,1,6490.81,0.1
OI001926,O00761,P047,2,6217.65,0.1
OI001927,O00761,P034,1,5252.02,0.2
OI001928,O00762,P005,3,3320.34,0.15
OI001929,O00762,P001,3,5060.04,0.2
OI001930,O00763,P035,3,4806.84,0.15
OI001931,O00763,P076,3,1644.18,0.3
OI001932,O00763,P070,3,4988.16,0.3
OI001933,O00763,P063,4,4500.08,0.2
OI001934,O00764,P015,4,7330.81,0.3
OI001935,O00764,P024,3,6203.92,0.2
OI001936,O00765,P029,2,3811.62,0.0
OI001937,O00765,P053,2,2116.53,0.2
OI001938,O00765,P011,3,7495.81,0.3
OI001939,O00765,P040,4,5866.02,0.3
OI001940,O00766,P027,1,5678.95,0.0
OI001941,O00767,P023,1,6282.87,0.3
OI001942,O00768,P079,2,2345.86,0.15
OI001943,O00768,P078,3,5006.54,0.2
OI001944,O00768,P052,3,5599.03,0.05
OI001945,O00769,P046,1,6490.81,0.0
OI001946,O00769,P048,2,4310.39,0.3
OI001947,O00769,P076,2,1644.18,0.15
OI001948,O00770,P059,2,4842.61,0.3
OI001949,O00770,P062,1,1993.86,0.05
OI001950,O00770,P023,3,6282.87,0.2
OI001951,O00770,P051,3,3109.99,0.05
OI001952,O00771,P026,2,5470.33,0.1
OI001953,O00772,P067,2,3139.17,0.0
OI001954,O00772,P002,2,3793.81,0.2
OI001955,O00772,P011,4,7495.81,0.3
OI001956,O00772,P061,3,5698.31,0.0
OI001957,O00773,P077,2,1850.78,0.3
OI001958,O00773,P041,2,1494.52,0.3
OI001959,O00773,P021,3,5344.27,0.15
OI001960,O00773,P012,3,3994.33,0.15
OI001961,O00774,P074,2,7323.07,0.15
OI001962,O00775,P068,3,7430.32,0.15
OI001963,O00775,P029,1,3811.62,0.1
OI001964,O00775,P052,1,5599.03,0.15
OI001965,O00776,P060,1,1760.75,0.2
OI001966,O00776,P029,4,3811.62,0.1
OI001967,O00776,P041,4,1494.52,0.0
OI001968,O00777,P023,2,6282.87,0.05
OI001969,O00778,P037,4,3125.99,0.2
OI001970,O00778,P036,1,1918.28,0.0
OI001971,O00778,P062,4,1993.86,0.05
OI001972,O00779,P065,3,1521.26,0.3
